,Year,Category,Data Type,val
63727,1/1/2006,Food & Drinks,Inventories- Monthly,34762
63729,1/1/2006,General Merch,Inventories- Monthly,74286
63730,1/1/2006,General Merch,Inventories- Monthly,36474
63745,1/1/2006,Food & Drinks,Inventories/Sales Ratio,0.79
63747,1/1/2006,General Merch,Inventories/Sales Ratio,1.59
63748,1/1/2006,General Merch,Inventories/Sales Ratio,2.05
64044,1/1/2006,Food & Drinks,Inventories - Monthly Percent Change,0.2
64046,1/1/2006,General Merch,Inventories - Monthly Percent Change,0
64047,1/1/2006,General Merch,Inventories - Monthly Percent Change,0
64358,1/1/2006,Food & Drinks,Inventories - Monthly Percent Change,0
64360,1/1/2006,General Merch,Inventories - Monthly Percent Change,0.6
64361,1/1/2006,General Merch,Inventories - Monthly Percent Change,-0.1
64384,1/1/2006,Food & Drinks,Sales - Monthly Percent Change,1.6
64385,1/1/2006,Food & Drinks,Sales - Monthly Percent Change,1.6
64388,1/1/2006,Pharmacy,Sales - Monthly Percent Change,1.6
64397,1/1/2006,General Merch,Sales - Monthly Percent Change,-0.1
64398,1/1/2006,General Merch,Sales - Monthly Percent Change,-0.9
64406,1/1/2006,Food & Drinks,Sales - Monthly Percent Change,0.2
64508,1/1/2006,Food & Drinks,Sales- Monthly,44542
64510,1/1/2006,Food & Drinks,Sales- Monthly,40002
64517,1/1/2006,Pharmacy,Sales- Monthly,16415
64548,1/1/2006,General Merch,Sales- Monthly,46679
64552,1/1/2006,General Merch,Sales- Monthly,17657
64572,1/1/2006,Food & Drinks,Sales- Monthly,35784
64591,1/1/2006,Food & Drinks,Inventories- Monthly,34758
64593,1/1/2006,General Merch,Inventories- Monthly,74711
64594,1/1/2006,General Merch,Inventories- Monthly,36427
64609,1/1/2006,Food & Drinks,Inventories/Sales Ratio,0.78
64611,1/1/2006,General Merch,Inventories/Sales Ratio,1.6
64612,1/1/2006,General Merch,Inventories/Sales Ratio,2.06
64647,1/1/2006,Food & Drinks,Sales- Monthly,44572
64649,1/1/2006,Food & Drinks,Sales- Monthly,39989
64656,1/1/2006,Pharmacy,Sales- Monthly,16550
64687,1/1/2006,General Merch,Sales- Monthly,46800
64691,1/1/2006,General Merch,Sales- Monthly,17609
64711,1/1/2006,Food & Drinks,Sales- Monthly,35923
64730,1/1/2006,Food & Drinks,Inventories- Monthly,34742
64732,1/1/2006,General Merch,Inventories- Monthly,75683
64733,1/1/2006,General Merch,Inventories- Monthly,37347
64748,1/1/2006,Food & Drinks,Inventories/Sales Ratio,0.78
64750,1/1/2006,General Merch,Inventories/Sales Ratio,1.62
64751,1/1/2006,General Merch,Inventories/Sales Ratio,2.12
65055,1/1/2006,Food & Drinks,Inventories - Monthly Percent Change,0
65057,1/1/2006,General Merch,Inventories - Monthly Percent Change,1.3
65058,1/1/2006,General Merch,Inventories - Monthly Percent Change,2.5
65081,1/1/2006,Food & Drinks,Sales - Monthly Percent Change,0.1
65082,1/1/2006,Food & Drinks,Sales - Monthly Percent Change,0
65085,1/1/2006,Pharmacy,Sales - Monthly Percent Change,0.8
65094,1/1/2006,General Merch,Sales - Monthly Percent Change,0.3
65095,1/1/2006,General Merch,Sales - Monthly Percent Change,-0.3
65103,1/1/2006,Food & Drinks,Sales - Monthly Percent Change,0.4
65186,1/1/2006,Food & Drinks,Sales - Monthly Percent Change,0.4
65187,1/1/2006,Food & Drinks,Sales - Monthly Percent Change,0.4
65190,1/1/2006,Pharmacy,Sales - Monthly Percent Change,0.7
65199,1/1/2006,General Merch,Sales - Monthly Percent Change,1.2
65200,1/1/2006,General Merch,Sales - Monthly Percent Change,0.6
65208,1/1/2006,Food & Drinks,Sales - Monthly Percent Change,2.7
65310,1/1/2006,Food & Drinks,Sales- Monthly,44730
65312,1/1/2006,Food & Drinks,Sales- Monthly,40153
65319,1/1/2006,Pharmacy,Sales- Monthly,16671
65350,1/1/2006,General Merch,Sales- Monthly,47344
65354,1/1/2006,General Merch,Sales- Monthly,17713
65374,1/1/2006,Food & Drinks,Sales- Monthly,36881
65393,1/1/2006,Food & Drinks,Inventories- Monthly,34694
65395,1/1/2006,General Merch,Inventories- Monthly,75672
65396,1/1/2006,General Merch,Inventories- Monthly,37213
65411,1/1/2006,Food & Drinks,Inventories/Sales Ratio,0.78
65413,1/1/2006,General Merch,Inventories/Sales Ratio,1.6
65414,1/1/2006,General Merch,Inventories/Sales Ratio,2.1
65718,1/1/2006,Food & Drinks,Inventories - Monthly Percent Change,-0.1
65720,1/1/2006,General Merch,Inventories - Monthly Percent Change,0
65721,1/1/2006,General Merch,Inventories - Monthly Percent Change,-0.4
66032,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,-0.2
66034,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.6
66035,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.4
66058,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.3
66059,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.2
66062,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0
66071,1/1/2007,General Merch,Sales - Monthly Percent Change,1.5
66072,1/1/2007,General Merch,Sales - Monthly Percent Change,2
66080,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,-1.2
66182,1/1/2007,Food & Drinks,Sales- Monthly,44856
66184,1/1/2007,Food & Drinks,Sales- Monthly,40253
66191,1/1/2007,Pharmacy,Sales- Monthly,16668
66222,1/1/2007,General Merch,Sales- Monthly,48034
66226,1/1/2007,General Merch,Sales- Monthly,18064
66246,1/1/2007,Food & Drinks,Sales- Monthly,36435
66265,1/1/2007,Food & Drinks,Inventories- Monthly,34637
66267,1/1/2007,General Merch,Inventories- Monthly,76112
66268,1/1/2007,General Merch,Inventories- Monthly,37362
66283,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.77
66285,1/1/2007,General Merch,Inventories/Sales Ratio,1.58
66286,1/1/2007,General Merch,Inventories/Sales Ratio,2.07
66321,1/1/2007,Food & Drinks,Sales- Monthly,45274
66323,1/1/2007,Food & Drinks,Sales- Monthly,40646
66330,1/1/2007,Pharmacy,Sales- Monthly,16620
66361,1/1/2007,General Merch,Sales- Monthly,47293
66365,1/1/2007,General Merch,Sales- Monthly,17586
66385,1/1/2007,Food & Drinks,Sales- Monthly,36053
66404,1/1/2007,Food & Drinks,Inventories- Monthly,34597
66406,1/1/2007,General Merch,Inventories- Monthly,76575
66407,1/1/2007,General Merch,Inventories- Monthly,37462
66422,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.76
66424,1/1/2007,General Merch,Inventories/Sales Ratio,1.62
66425,1/1/2007,General Merch,Inventories/Sales Ratio,2.13
66729,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,-0.1
66731,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.6
66732,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.3
66755,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.9
66756,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,1
66759,1/1/2007,Pharmacy,Sales - Monthly Percent Change,-0.3
66768,1/1/2007,General Merch,Sales - Monthly Percent Change,-1.5
66769,1/1/2007,General Merch,Sales - Monthly Percent Change,-2.6
66777,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,-1
66860,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0
66861,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,-0.2
66864,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0.6
66873,1/1/2007,General Merch,Sales - Monthly Percent Change,1.8
66874,1/1/2007,General Merch,Sales - Monthly Percent Change,1.2
66882,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,1.5
66984,1/1/2007,Food & Drinks,Sales- Monthly,45271
66986,1/1/2007,Food & Drinks,Sales- Monthly,40572
66993,1/1/2007,Pharmacy,Sales- Monthly,16723
67024,1/1/2007,General Merch,Sales- Monthly,48132
67028,1/1/2007,General Merch,Sales- Monthly,17798
67048,1/1/2007,Food & Drinks,Sales- Monthly,36579
67067,1/1/2007,Food & Drinks,Inventories- Monthly,34840
67069,1/1/2007,General Merch,Inventories- Monthly,76218
67070,1/1/2007,General Merch,Inventories- Monthly,36976
67085,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.77
67087,1/1/2007,General Merch,Inventories/Sales Ratio,1.58
67088,1/1/2007,General Merch,Inventories/Sales Ratio,2.08
67392,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,0.7
67394,1/1/2007,General Merch,Inventories - Monthly Percent Change,-0.5
67395,1/1/2007,General Merch,Inventories - Monthly Percent Change,-1.3
67706,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,-0.9
67708,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.4
67709,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.6
67732,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,-0.6
67733,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,-0.4
67736,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0.2
67745,1/1/2007,General Merch,Sales - Monthly Percent Change,-0.9
67746,1/1/2007,General Merch,Sales - Monthly Percent Change,-1.8
67754,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.1
67856,1/1/2007,Food & Drinks,Sales- Monthly,44988
67858,1/1/2007,Food & Drinks,Sales- Monthly,40416
67865,1/1/2007,Pharmacy,Sales- Monthly,16750
67896,1/1/2007,General Merch,Sales- Monthly,47679
67900,1/1/2007,General Merch,Sales- Monthly,17480
67920,1/1/2007,Food & Drinks,Sales- Monthly,36627
67939,1/1/2007,Food & Drinks,Inventories- Monthly,34520
67941,1/1/2007,General Merch,Inventories- Monthly,76531
67942,1/1/2007,General Merch,Inventories- Monthly,37216
67957,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.77
67959,1/1/2007,General Merch,Inventories/Sales Ratio,1.61
67960,1/1/2007,General Merch,Inventories/Sales Ratio,2.13
67995,1/1/2007,Food & Drinks,Sales- Monthly,45454
67997,1/1/2007,Food & Drinks,Sales- Monthly,40740
68004,1/1/2007,Pharmacy,Sales- Monthly,16792
68035,1/1/2007,General Merch,Sales- Monthly,47887
68039,1/1/2007,General Merch,Sales- Monthly,17521
68059,1/1/2007,Food & Drinks,Sales- Monthly,36732
68078,1/1/2007,Food & Drinks,Inventories- Monthly,34929
68080,1/1/2007,General Merch,Inventories- Monthly,76786
68081,1/1/2007,General Merch,Inventories- Monthly,37020
68096,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.77
68098,1/1/2007,General Merch,Inventories/Sales Ratio,1.6
68099,1/1/2007,General Merch,Inventories/Sales Ratio,2.11
68403,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,1.2
68405,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.3
68406,1/1/2007,General Merch,Inventories - Monthly Percent Change,-0.5
68429,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,1
68430,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.8
68433,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0.3
68442,1/1/2007,General Merch,Sales - Monthly Percent Change,0.4
68443,1/1/2007,General Merch,Sales - Monthly Percent Change,0.2
68451,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.3
68534,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.4
68535,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.3
68538,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0.5
68547,1/1/2007,General Merch,Sales - Monthly Percent Change,-0.1
68548,1/1/2007,General Merch,Sales - Monthly Percent Change,-1.1
68556,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.9
68658,1/1/2007,Food & Drinks,Sales- Monthly,45627
68660,1/1/2007,Food & Drinks,Sales- Monthly,40870
68667,1/1/2007,Pharmacy,Sales- Monthly,16868
68698,1/1/2007,General Merch,Sales- Monthly,47852
68702,1/1/2007,General Merch,Sales- Monthly,17328
68722,1/1/2007,Food & Drinks,Sales- Monthly,37078
68741,1/1/2007,Food & Drinks,Inventories- Monthly,35201
68743,1/1/2007,General Merch,Inventories- Monthly,76729
68744,1/1/2007,General Merch,Inventories- Monthly,37167
68759,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.77
68761,1/1/2007,General Merch,Inventories/Sales Ratio,1.6
68762,1/1/2007,General Merch,Inventories/Sales Ratio,2.14
69066,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,0.8
69068,1/1/2007,General Merch,Inventories - Monthly Percent Change,-0.1
69069,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.4
69380,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,0.3
69382,1/1/2007,General Merch,Inventories - Monthly Percent Change,-0.7
69383,1/1/2007,General Merch,Inventories - Monthly Percent Change,-0.4
69406,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.3
69407,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.4
69410,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0.5
69419,1/1/2007,General Merch,Sales - Monthly Percent Change,1.2
69420,1/1/2007,General Merch,Sales - Monthly Percent Change,1.3
69428,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.5
69530,1/1/2007,Food & Drinks,Sales- Monthly,45754
69532,1/1/2007,Food & Drinks,Sales- Monthly,41044
69539,1/1/2007,Pharmacy,Sales- Monthly,16949
69570,1/1/2007,General Merch,Sales- Monthly,48412
69574,1/1/2007,General Merch,Sales- Monthly,17559
69594,1/1/2007,Food & Drinks,Sales- Monthly,37272
69613,1/1/2007,Food & Drinks,Inventories- Monthly,35301
69615,1/1/2007,General Merch,Inventories- Monthly,76157
69616,1/1/2007,General Merch,Inventories- Monthly,37021
69631,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.77
69633,1/1/2007,General Merch,Inventories/Sales Ratio,1.57
69634,1/1/2007,General Merch,Inventories/Sales Ratio,2.11
69669,1/1/2007,Food & Drinks,Sales- Monthly,45643
69671,1/1/2007,Food & Drinks,Sales- Monthly,40954
69678,1/1/2007,Pharmacy,Sales- Monthly,16975
69709,1/1/2007,General Merch,Sales- Monthly,48704
69713,1/1/2007,General Merch,Sales- Monthly,17527
69733,1/1/2007,Food & Drinks,Sales- Monthly,37189
69752,1/1/2007,Food & Drinks,Inventories- Monthly,35718
69754,1/1/2007,General Merch,Inventories- Monthly,76209
69755,1/1/2007,General Merch,Inventories- Monthly,36863
69770,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.78
69772,1/1/2007,General Merch,Inventories/Sales Ratio,1.56
69773,1/1/2007,General Merch,Inventories/Sales Ratio,2.1
70077,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,1.2
70079,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.1
70080,1/1/2007,General Merch,Inventories - Monthly Percent Change,-0.4
70103,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,-0.2
70104,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,-0.2
70107,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0.2
70116,1/1/2007,General Merch,Sales - Monthly Percent Change,0.6
70117,1/1/2007,General Merch,Sales - Monthly Percent Change,-0.2
70125,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,-0.2
70208,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.5
70209,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.3
70212,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0.2
70221,1/1/2007,General Merch,Sales - Monthly Percent Change,-0.9
70222,1/1/2007,General Merch,Sales - Monthly Percent Change,-1.5
70230,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.6
70332,1/1/2007,Food & Drinks,Sales- Monthly,45853
70334,1/1/2007,Food & Drinks,Sales- Monthly,41095
70341,1/1/2007,Pharmacy,Sales- Monthly,17003
70372,1/1/2007,General Merch,Sales- Monthly,48288
70376,1/1/2007,General Merch,Sales- Monthly,17260
70396,1/1/2007,Food & Drinks,Sales- Monthly,37427
70415,1/1/2007,Food & Drinks,Inventories- Monthly,35759
70417,1/1/2007,General Merch,Inventories- Monthly,76078
70418,1/1/2007,General Merch,Inventories- Monthly,36836
70433,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.78
70435,1/1/2007,General Merch,Inventories/Sales Ratio,1.58
70436,1/1/2007,General Merch,Inventories/Sales Ratio,2.13
70740,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,0.1
70742,1/1/2007,General Merch,Inventories - Monthly Percent Change,-0.2
70743,1/1/2007,General Merch,Inventories - Monthly Percent Change,-0.1
71054,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,1.1
71056,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.2
71057,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.5
71080,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.6
71081,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.7
71084,1/1/2007,Pharmacy,Sales - Monthly Percent Change,-0.4
71093,1/1/2007,General Merch,Sales - Monthly Percent Change,0.5
71094,1/1/2007,General Merch,Sales - Monthly Percent Change,0.2
71102,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.9
71204,1/1/2007,Food & Drinks,Sales- Monthly,46113
71206,1/1/2007,Food & Drinks,Sales- Monthly,41379
71213,1/1/2007,Pharmacy,Sales- Monthly,16942
71244,1/1/2007,General Merch,Sales- Monthly,48540
71248,1/1/2007,General Merch,Sales- Monthly,17292
71268,1/1/2007,Food & Drinks,Sales- Monthly,37759
71287,1/1/2007,Food & Drinks,Inventories- Monthly,36146
71289,1/1/2007,General Merch,Inventories- Monthly,76232
71290,1/1/2007,General Merch,Inventories- Monthly,37028
71305,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.78
71307,1/1/2007,General Merch,Inventories/Sales Ratio,1.57
71308,1/1/2007,General Merch,Inventories/Sales Ratio,2.14
71343,1/1/2007,Food & Drinks,Sales- Monthly,46624
71345,1/1/2007,Food & Drinks,Sales- Monthly,41868
71352,1/1/2007,Pharmacy,Sales- Monthly,16950
71383,1/1/2007,General Merch,Sales- Monthly,49047
71387,1/1/2007,General Merch,Sales- Monthly,17346
71407,1/1/2007,Food & Drinks,Sales- Monthly,37727
71426,1/1/2007,Food & Drinks,Inventories- Monthly,36223
71428,1/1/2007,General Merch,Inventories- Monthly,75399
71429,1/1/2007,General Merch,Inventories- Monthly,36394
71444,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.78
71446,1/1/2007,General Merch,Inventories/Sales Ratio,1.54
71447,1/1/2007,General Merch,Inventories/Sales Ratio,2.1
71751,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,0.2
71753,1/1/2007,General Merch,Inventories - Monthly Percent Change,-1.1
71754,1/1/2007,General Merch,Inventories - Monthly Percent Change,-1.7
71777,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,1.1
71778,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,1.2
71781,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0
71790,1/1/2007,General Merch,Sales - Monthly Percent Change,1
71791,1/1/2007,General Merch,Sales - Monthly Percent Change,0.3
71799,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,-0.1
71882,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.4
71883,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,0.3
71886,1/1/2007,Pharmacy,Sales - Monthly Percent Change,0.7
71895,1/1/2007,General Merch,Sales - Monthly Percent Change,0.5
71896,1/1/2007,General Merch,Sales - Monthly Percent Change,-0.8
71904,1/1/2007,Food & Drinks,Sales - Monthly Percent Change,1
72006,1/1/2007,Food & Drinks,Sales- Monthly,46831
72008,1/1/2007,Food & Drinks,Sales- Monthly,41998
72015,1/1/2007,Pharmacy,Sales- Monthly,17069
72046,1/1/2007,General Merch,Sales- Monthly,49302
72050,1/1/2007,General Merch,Sales- Monthly,17199
72070,1/1/2007,Food & Drinks,Sales- Monthly,38109
72089,1/1/2007,Food & Drinks,Inventories- Monthly,36472
72091,1/1/2007,General Merch,Inventories- Monthly,75899
72092,1/1/2007,General Merch,Inventories- Monthly,36466
72107,1/1/2007,Food & Drinks,Inventories/Sales Ratio,0.78
72109,1/1/2007,General Merch,Inventories/Sales Ratio,1.54
72110,1/1/2007,General Merch,Inventories/Sales Ratio,2.12
72414,1/1/2007,Food & Drinks,Inventories - Monthly Percent Change,0.7
72416,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.7
72417,1/1/2007,General Merch,Inventories - Monthly Percent Change,0.2
72728,1/1/2008,Food & Drinks,Inventories - Monthly Percent Change,-0.1
72730,1/1/2008,General Merch,Inventories - Monthly Percent Change,1
72731,1/1/2008,General Merch,Inventories - Monthly Percent Change,-0.2
72754,1/1/2008,Food & Drinks,Sales - Monthly Percent Change,0.1
72755,1/1/2008,Food & Drinks,Sales - Monthly Percent Change,0.4
72758,1/1/2008,Pharmacy,Sales - Monthly Percent Change,0.8
72767,1/1/2008,General Merch,Sales - Monthly Percent Change,-0.7
72768,1/1/2008,General Merch,Sales - Monthly Percent Change,-2.2
72776,1/1/2008,Food & Drinks,Sales - Monthly Percent Change,-0.7
72878,1/1/2008,Food & Drinks,Sales- Monthly,46862
